"","koi_disposition","koi_period","koi_period_err1","koi_period_err2","koi_time0bk","koi_time0bk_err1","koi_time0bk_err2","koi_impact","koi_impact_err1","koi_impact_err2","koi_duration","koi_duration_err1","koi_duration_err2","koi_depth","koi_depth_err1","koi_depth_err2","koi_prad","koi_prad_err1","koi_prad_err2","koi_teq","koi_insol","koi_insol_err1","koi_insol_err2","koi_model_snr","koi_steff","koi_steff_err1","koi_steff_err2","koi_slogg","koi_slogg_err1","koi_slogg_err2","koi_srad","koi_srad_err1","koi_srad_err2","ra","dec","koi_kepmag"
"4729","CONFIRMED",17.7662938,0.000263,-0.000263,146.6886,0.0119,-0.0119,0.909,0.062,-0.611,3.079,0.358,-0.358,181.1,21.5,-21.5,1.54,0.23,-0.08,670,47.74,18.88,-7.13,10.1,5724,77,-85,4.495,0.03,-0.12,0.946,0.142,-0.047,287.77301,43.73391,14.971
"4732","FALSE POSITIVE",11.56722589,9.733e-05,-9.733e-05,132.25385,0.00716,-0.00716,0.242,0.208,-0.242,2.507,0.215,-0.215,373.7,38.2,-38.2,1.29,0.08,-0.12,568,24.64,6.63,-6.66,11.5,4597,137,-137,4.59,0.056,-0.024,0.691,0.043,-0.064,284.61008,42.687431,15.674
"4734","FALSE POSITIVE",631.56889,0.01334,-0.01334,145.0148,0.0165,-0.0165,0.636,9.192,-0.071,14.37,1.5,-1.5,789,56.8,-56.8,3.13,0.98,-0.33,237,0.75,0.69,-0.22,20.7,6382,170,-189,4.432,0.065,-0.208,1.059,0.333,-0.111,295.73697,39.740452,14
"4738","FALSE POSITIVE",4.31724247,7.409e-05,-7.409e-05,133.4243,0.0134,-0.0134,0.252,0.207,-0.252,4.126,0.406,-0.406,59,6.2,-6.2,1.01,0.29,-0.29,1332,743.6,641.87,-412.12,11.3,5992,188,-209,4.195,0.258,-0.172,1.31,0.371,-0.371,284.31693,47.887112,13.6
"4739","FALSE POSITIVE",3.74099144,7.223e-05,-7.223e-05,132.2112,0.0167,-0.0167,0.222,0.234,-0.222,5.428,0.506,-0.506,34.3,3.4,-3.4,1.85,0.33,-0.66,1733,2129.07,1171.02,-1365.7,12.3,5110,142,-177,3.611,0.247,-0.152,3.231,0.577,-1.155,291.79465,44.193531,13.096
"4740","FALSE POSITIVE",302.779824,0.009594,-0.009594,355.5989,0.0268,-0.0268,0.001,0.44,-0.001,16.847,0.721,-0.721,270.9,25.2,-25.2,1.31,0.34,-0.12,246,0.87,0.66,-0.22,12.3,5734,154,-154,4.572,0.042,-0.168,0.797,0.207,-0.069,295.98404,40.043621,14.16
"4743","FALSE POSITIVE",21.1876185,0.0007137,-0.0007137,148.8101,0.0201,-0.0201,0.777,0.212,-0.555,3.69,1,-1,71.7,9.7,-9.7,0.79,0.22,-0.06,676,49.23,40.45,-12.06,8.5,6355,158,-206,4.547,0.036,-0.204,0.849,0.242,-0.061,293.15085,41.729252,13.827
"4753","CONFIRMED",94.094392,0.003053,-0.003053,196.7503,0.0333,-0.0333,0.32,0.119,-0.32,10.833,0.606,-0.606,46.6,4.6,-4.6,0.9,0.04,-0.03,486,13.14,1.86,-1.72,10.6,6099,79,-85,4.193,0.016,-0.018,1.308,0.054,-0.054,285.47659,41.632717,11.049
"4756","FALSE POSITIVE",25.3736543,0.0002614,-0.0002614,151.8667,0.00775,-0.00775,0.265,0.207,-0.265,2.619,0.264,-0.264,372.9,40.7,-40.7,1.88,0.6,-0.2,653,42.92,39.82,-13.31,10.6,6195,169,-225,4.47,0.067,-0.216,0.966,0.305,-0.102,298.19162,48.396259,15.056
"4757","FALSE POSITIVE",10.08535311,6.224e-05,-6.224e-05,140.97143,0.00496,-0.00496,0.532,0.052,-0.432,1.75,0.149,-0.149,222.5,24.7,-24.7,1.45,0.46,-0.15,843,119.67,109.08,-35.6,10.7,5947,160,-196,4.487,0.054,-0.202,0.945,0.294,-0.098,285.41266,40.42577,14.889
"4759","CONFIRMED",10.2856373,0.0001132,-0.0001132,141.20764,0.0087,-0.0087,0.378,0.082,-0.378,3.043,0.298,-0.298,134.9,16.3,-16.3,1.24,0.2,-0.11,864,131.91,54.59,-27.31,10.4,5841,79,-79,4.409,0.054,-0.126,1.06,0.167,-0.09,293.34521,44.700642,14.951
"4762","FALSE POSITIVE",393.95608,0.01994,-0.01994,388.3294,0.0243,-0.0243,0.614,0.36,-0.391,13.89,1.1,-1.1,482.2,53.5,-53.5,2.27,0.69,-0.24,263,1.14,1.05,-0.37,10.3,6217,197,-241,4.472,0.062,-0.2,0.989,0.299,-0.107,293.38049,41.151901,15.622
"4764","CONFIRMED",34.7496038,0.0005627,-0.0005627,158.68412,0.00952,-0.00952,0.984,0.024,-0.709,4.548,0.231,-0.231,227.1,20.7,-20.7,3.51,0.53,-0.78,702,57.44,21.95,-24.54,11.4,5849,70,-79,4.076,0.182,-0.098,1.601,0.237,-0.356,288.88333,39.74456,14.606
"4768","FALSE POSITIVE",227.83457,0.01402,-0.01402,238.7643,0.0454,-0.0454,0.56,0.404,-0.347,21.59,1.9,-1.9,155.3,15.6,-15.6,2.83,0.45,-0.83,449,9.59,3.97,-5.06,13.1,6004,80,-80,3.814,0.224,-0.096,2.193,0.347,-0.644,292.0105,41.467098,13.845
"4777","FALSE POSITIVE",24.352541,0.001406,-0.001406,147.1949,0.0431,-0.0431,0.505,0.527,-0.293,2.782,0.814,-0.814,349.1,85.8,-85.8,1.52,0.05,-0.11,498,14.52,2.04,-2.73,5.8,4891,78,-78,4.516,0.068,-0.02,0.805,0.028,-0.056,289.43896,49.73122,14.779
"4779","FALSE POSITIVE",382.30306,0.03096,-0.03096,356.7308,0.0324,-0.0324,0.597,0,-0.487,8.83,5.5,-5.5,225.6,20.9,-20.9,4.05,0.69,-1.49,400,6.04,3.25,-3.9,9.6,5993,178,-178,3.733,0.323,-0.108,2.59,0.439,-0.951,285.36993,40.907429,13.104
"4780","CONFIRMED",58.1263775,0.0005845,-0.0005845,163.11687,0.00796,-0.00796,0.016,0.466,-0.016,4.018,0.22,-0.22,271.5,21.2,-21.2,1.32,0.17,-0.04,404,6.28,2.06,-0.75,13.8,5413,73,-81,4.579,0.011,-0.105,0.82,0.1,-0.027,285.31381,48.72525,13.747
"4781","CONFIRMED",26.7575866,0.0002942,-0.0002942,137.28717,0.00903,-0.00903,0.407,0.058,-0.407,5.858,0.278,-0.278,455.3,29.8,-29.8,2.28,0.72,-0.28,660,44.86,42.94,-15.99,17.7,6215,194,-259,4.44,0.065,-0.208,1.052,0.332,-0.133,297.4809,46.589142,15.42
"4793","FALSE POSITIVE",135.58607679,2.542e-06,-2.542e-06,177.9285627,1.61e-05,-1.61e-05,0.549,0.002,-0.002,5.54241,0.00099,-0.00099,363130,59.3,-59.3,89.83,15.32,-6.15,429,7.99,3.43,-1.43,6788.8,6401,69,-88,4.324,0.04,-0.112,1.301,0.222,-0.089,294.14371,38.877392,13.674
"4799","CONFIRMED",3.80675878,4.889e-05,-4.889e-05,133.7492,0.00924,-0.00924,0.26,0.195,-0.26,2.092,0.218,-0.218,231.9,25.8,-25.8,2.75,0.45,-0.62,1574,1449.04,623.13,-626.79,10.4,6068,82,-82,4.04,0.182,-0.112,1.797,0.295,-0.406,297.58313,41.952431,15.767
"4801","CONFIRMED",34.1086562,0.0007045,-0.0007045,158.431,0.0155,-0.0155,0.318,0.134,-0.318,6.405,0.455,-0.455,133.8,12,-12,1.95,0.38,-0.39,739,70.4,36.4,-27.67,11.7,6144,80,-80,4.106,0.159,-0.13,1.668,0.334,-0.334,295.40979,42.150829,14.44
"4802","FALSE POSITIVE",47.0563327,0.0007067,-0.0007067,173.9653,0.0124,-0.0124,0.361,0.088,-0.361,4.807,0.351,-0.351,762,75.6,-75.6,2.57,0.75,-0.32,497,14.43,12.76,-4.84,12.1,5889,186,-206,4.492,0.065,-0.208,0.924,0.268,-0.115,292.53055,42.214649,15.695
"4804","CONFIRMED",10.0100312,4.724e-05,-4.724e-05,131.61434,0.00383,-0.00383,0.07,0.374,-0.07,1.35,0.121,-0.121,375.8,37.3,-37.3,0.99,0.07,-0.11,506,15.56,4.29,-4.69,12.4,4338,117,-143,4.731,0.065,-0.035,0.508,0.036,-0.054,297.05066,40.717419,15.318
"4807","CONFIRMED",12.67143692,9.149e-05,-9.149e-05,137.50707,0.00598,-0.00598,0.047,0.419,-0.047,2.498,0.178,-0.178,215.8,17.8,-17.8,0.76,0.04,-0.06,404,6.31,1.31,-1.3,13.7,3705,74,-74,4.721,0.039,-0.021,0.529,0.03,-0.038,297.4292,40.561909,13.693
"4809","FALSE POSITIVE",2.63595435,1.757e-05,-1.757e-05,132.31984,0.00624,-0.00624,0.005,0.45,-0.005,1.309,0.193,-0.193,93.7,13,-13,0.5,0.03,-0.04,682,51.07,10.65,-10.49,9.2,3705,74,-74,4.721,0.039,-0.021,0.529,0.03,-0.038,297.4292,40.561909,13.693
"4814","FALSE POSITIVE",241.07074582,1.56e-05,-1.56e-05,223.9933126,4.86e-05,-4.86e-05,0.418,0.001,-0.001,9.88863,0.00332,-0.00332,70292,20.1,-20.1,76.53,11.85,-35.58,699,56.58,35.12,-45.95,4257.4,9414,470,-941,3.883,0.36,-0.096,2.777,0.43,-1.291,295.91083,50.40976,10.656
"4825","CONFIRMED",37.8862977,0.000465,-0.000465,133.03141,0.00964,-0.00964,0.026,0.42,-0.026,5.218,0.273,-0.273,672.2,51.8,-51.8,2.09,0.48,-0.2,479,12.46,8.72,-3.49,14.4,5513,166,-166,4.551,0.048,-0.143,0.818,0.187,-0.08,283.1319,43.955971,15.848
"4826","CONFIRMED",10.54841329,5.467e-05,-5.467e-05,139.06402,0.00411,-0.00411,1.017,0.047,-0.786,1.872,0.143,-0.143,102.9,10.4,-10.4,3.89,0.65,-0.34,899,154.84,72.78,-37.23,11.7,6047,120,-133,4.387,0.066,-0.123,1.092,0.181,-0.097,298.09543,44.737061,13.204
"4827","CONFIRMED",133.6348207,0.0009309,-0.0009309,236.35163,0.00519,-0.00519,0.438,0.535,-0.232,1.584,0.2,-0.2,420.9,49,-49,1.89,0.12,-0.19,317,2.38,0.48,-0.57,10.8,5202,83,-73,4.434,0.104,-0.048,0.918,0.058,-0.094,295.27301,41.168282,13.623
"4829","CONFIRMED",32.510844,0.0002498,-0.0002498,136.62491,0.00636,-0.00636,0.421,0.036,-0.421,3.254,0.2,-0.2,361.9,32.8,-32.8,2.62,0.44,-0.39,680,50.56,22.15,-16.23,12.6,6074,81,-90,4.244,0.125,-0.125,1.358,0.228,-0.205,292.96008,38.431431,14.863
"4833","FALSE POSITIVE",10.90752977,9.961e-05,-9.961e-05,136.60797,0.00952,-0.00952,0.147,0.302,-0.147,2.764,0.185,-0.185,186,18.4,-18.4,1.58,0.52,-0.23,955,196.51,192.83,-72.83,11.8,6414,179,-246,4.377,0.072,-0.203,1.147,0.381,-0.163,290.34442,48.147308,14.056
"4844","FALSE POSITIVE",10.5226374,0.0001833,-0.0001833,140.0656,0.0149,-0.0149,0.806,0.151,-0.587,3.864,0.416,-0.416,68.9,9.5,-9.5,1.08,0.36,-0.24,976,213.96,239.81,-123.08,8.9,6327,291,-542,4.327,0.158,-0.193,1.175,0.389,-0.259,295.75412,42.537479,14.563
"4854","CONFIRMED",14.0545718,0.0001607,-0.0001607,133.0972,0.0107,-0.0107,0.121,0.327,-0.121,4.066,0.229,-0.229,274.3,27.6,-27.6,1.45,0.43,-0.13,711,60.49,52.81,-17.23,11.6,5783,161,-202,4.539,0.036,-0.204,0.88,0.26,-0.081,291.50708,42.429878,15.802
"4858","CONFIRMED",6.86674226,9.996e-05,-9.996e-05,135.3543,0.012,-0.012,0.405,0.05,-0.405,4.216,0.349,-0.349,47.2,4.4,-4.4,0.79,0.12,-0.06,1018,254.1,109.33,-51.32,12.3,5914,106,-130,4.396,0.04,-0.112,1.135,0.175,-0.075,297.65094,47.39629,13.046
"4870","FALSE POSITIVE",29.7681831,0.0007597,-0.0007597,155.5003,0.0219,-0.0219,0.739,0.235,-0.515,9.425,0.7,-0.7,159.9,14.4,-14.4,3.98,0.73,-1.34,917,167.51,79.44,-98.4,13.2,5640,76,-84,3.679,0.245,-0.105,2.916,0.531,-0.986,291.06937,38.914909,14.564
"4873","CONFIRMED",36.7662364,0.0004327,-0.0004327,157.14332,0.00999,-0.00999,0.164,0.287,-0.164,3.305,0.329,-0.329,579.5,55.5,-55.5,1.28,0.1,-0.13,336,3.02,0.9,-0.88,12.6,4342,117,-143,4.699,0.063,-0.031,0.54,0.044,-0.054,285.84387,46.015911,15.903
"4876","FALSE POSITIVE",13.2226149,0.0001685,-0.0001685,144.295,0.0101,-0.0101,0.943,0.019,-0.638,4.337,0.201,-0.201,261.7,23.1,-23.1,1.75,0.46,-0.16,740,71.11,56.08,-18.89,12.6,5931,161,-178,4.545,0.044,-0.187,0.863,0.231,-0.077,292.33035,37.997059,15.208
"4877","CONFIRMED",2.53742164,1.271e-05,-1.271e-05,132.34623,0.0045,-0.0045,0.285,0.17,-0.285,1.563,0.133,-0.133,104.5,9.7,-9.7,0.93,0.1,-0.06,1220,525.68,162.93,-96.27,12.8,5447,81,-81,4.481,0.053,-0.098,0.917,0.102,-0.063,293.30023,41.523338,14.8
"4878","CONFIRMED",62.596544,0.001064,-0.001064,185.9931,0.0118,-0.0118,0.246,0.209,-0.246,11.477,0.487,-0.487,223.1,16.3,-16.3,2.25,0.39,-0.48,559,23.01,10.42,-9.48,15.5,5934,80,-80,4.173,0.162,-0.122,1.509,0.262,-0.32,297.37912,46.367069,14.451
"4893","CONFIRMED",15.5764061,0.0001815,-0.0001815,135.9482,0.0109,-0.0109,0.565,0.396,-0.343,5.382,0.278,-0.278,257.1,21,-21,1.79,0.55,-0.19,793,93.42,87.34,-28.68,14.1,6214,186,-224,4.442,0.052,-0.208,1.076,0.335,-0.112,290.23602,43.47065,15.491
"4894","FALSE POSITIVE",10.00506974,9.309e-05,-9.309e-05,136.83029,0.00853,-0.00853,0.148,0.305,-0.148,3.481,0.244,-0.244,143.3,14.1,-14.1,1.11,0.3,-0.15,849,122.48,99.12,-41.68,11.4,5912,158,-175,4.453,0.098,-0.182,0.924,0.255,-0.127,286.54041,38.3326,14.634
"4896","FALSE POSITIVE",36.2580749,0.0005005,-0.0005005,146.8338,0.0121,-0.0121,0.786,0.189,-0.531,5.917,0.377,-0.377,380.3,35.1,-35.1,1.82,0.43,-0.15,516,16.7,11.45,-4.28,12.5,5818,145,-174,4.554,0.04,-0.16,0.848,0.2,-0.071,293.2244,40.931931,15.553
"4897","CONFIRMED",12.4326997,0.0003134,-0.0003134,142.1049,0.0194,-0.0194,0.212,0.252,-0.212,7.81,0.549,-0.549,240.3,23.2,-23.2,1.88,0.32,-0.39,839,117.17,53.3,-47.29,11.5,5480,82,-65,4.22,0.192,-0.112,1.229,0.21,-0.257,297.70197,46.823318,15.916
"4898","CONFIRMED",30.9902997,0.0008933,-0.0008933,141.441,0.023,-0.023,0.397,0.059,-0.397,9.454,0.836,-0.836,321.5,33.4,-33.4,2.21,0.37,-0.47,619,34.68,15.77,-14,10.7,5480,82,-65,4.22,0.192,-0.112,1.229,0.21,-0.257,297.70197,46.823318,15.916
"4902","FALSE POSITIVE",421.42848194,2.879e-05,-2.879e-05,262.2889053,5.4e-05,-5.4e-05,0.356,0.002,-0.003,8.60447,0.00444,-0.00444,96654,38,-38,54.16,15.22,-18.58,335,2.97,2.55,-1.88,3162,6235,199,-243,4.034,0.336,-0.144,1.708,0.48,-0.586,284.2572,45.118668,13.769
"4914","CONFIRMED",35.8754482,0.0003946,-0.0003946,147.5086,0.0101,-0.0101,0.026,0.424,-0.026,3.972,0.278,-0.278,366.7,33.7,-33.7,2.35,0.74,-0.3,668,47.15,42.33,-16.26,12.6,6559,158,-248,4.357,0.065,-0.182,1.218,0.382,-0.153,290.44928,41.535789,15.353
"4916","CONFIRMED",35.8007112,0.0003713,-0.0003713,144.92169,0.00935,-0.00935,0.043,0.402,-0.043,8.219,0.208,-0.208,417.4,17.5,-17.5,7.97,1.39,-2.77,991,227.68,105.32,-135.95,25,5745,86,-77,3.499,0.259,-0.129,3.955,0.688,-1.376,295.49811,38.644501,13.489
"4917","FALSE POSITIVE",4.32710579,6.045e-05,-6.045e-05,131.5891,0.0125,-0.0125,0.025,0.426,-0.025,3.872,0.314,-0.314,84.1,10,-10,3.58,0.62,-1.25,2004,3805.87,1760.47,-2272.59,9.5,5745,86,-77,3.499,0.259,-0.129,3.955,0.688,-1.376,295.49811,38.644501,13.489
"4921","CONFIRMED",60.532988,0.0004557,-0.0004557,134.57461,0.00554,-0.00554,0.618,0.303,-0.402,7.086,0.179,-0.179,467.5,22.3,-22.3,1.91,0.53,-0.17,420,7.36,6.01,-1.85,23.8,5631,152,-152,4.557,0.035,-0.184,0.847,0.235,-0.073,294.25037,39.943939,14.196
"4922","CONFIRMED",58.0198583,0.0001432,-0.0001432,151.85007,0.00188,-0.00188,0.951,0.014,-0.011,5.348,0.182,-0.182,1286.6,34.8,-34.8,3.46,0.29,-0.1,354,3.7,0.99,-0.49,66,4920,98,-98,4.62,0.01,-0.059,0.72,0.059,-0.022,287.60559,49.523258,12.231
"4923","CONFIRMED",15.0617835,0.0002645,-0.0002645,140.1111,0.016,-0.016,0.114,0.335,-0.114,6.31,0.299,-0.299,196.6,17.9,-17.9,1.61,0.27,-0.21,794,94.08,41.79,-26.28,12.1,5806,78,-78,4.321,0.115,-0.115,1.158,0.197,-0.148,283.79782,46.931,15.386
"4936","CONFIRMED",17.9559673,0.0002547,-0.0002547,139.0347,0.0107,-0.0107,0.979,0.016,-0.742,6.237,0.316,-0.316,137,13.6,-13.6,1.96,0.28,-0.33,750,74.61,29.15,-25.22,11.9,5641,76,-76,4.258,0.162,-0.108,1.195,0.177,-0.196,297.47839,46.81575,14.388
"4943","FALSE POSITIVE",2.69339974,2.951e-05,-2.951e-05,131.9006,0.0104,-0.0104,0.279,0.186,-0.279,1.936,0.257,-0.257,147.5,22,-22,1.04,0.19,-0.11,1151,415.96,248.77,-117.07,8.7,5355,175,-159,4.511,0.057,-0.133,0.863,0.16,-0.086,298.68607,41.521069,15.673
"4944","FALSE POSITIVE",10.43003118,7.821e-05,-7.821e-05,133.2962,0.00569,-0.00569,0.283,0.178,-0.283,2.029,0.196,-0.196,120,14.3,-14.3,1.14,0.36,-0.12,906,159.58,145.16,-47.42,10.6,6277,169,-206,4.449,0.052,-0.208,1.031,0.32,-0.107,295.63855,46.132549,14.412
"4945","FALSE POSITIVE",27.63714708,6.761e-05,-6.761e-05,143.93342,0.00193,-0.00193,0.669,0.001,-0.519,1.7277,0.0716,-0.0716,735.5,32.5,-32.5,6.96,2.44,-4.53,816,104.6,112.69,-93.3,27.4,5214,173,-157,3.766,0.75,-0.25,2.427,0.85,-1.579,298.0759,45.18903,13.851
"4946","CONFIRMED",52.6095103,0.0007321,-0.0007321,158.6253,0.0108,-0.0108,0.102,0.347,-0.102,8.202,0.358,-0.358,203.7,15.2,-15.2,1.83,0.3,-0.32,553,22.13,9.28,-7.9,15.3,5881,79,-79,4.259,0.137,-0.112,1.294,0.207,-0.228,298.0834,40.34621,14.192
"4955","CONFIRMED",31.2543238,0.0003567,-0.0003567,155.047,0.0102,-0.0102,0.019,0.42,-0.019,5.662,0.223,-0.223,438,34.3,-34.3,2.29,0.76,-0.26,635,38.54,37.99,-12.89,14.7,6246,173,-260,4.433,0.054,-0.216,1.092,0.365,-0.122,293.07062,48.387741,15.82
"4958","FALSE POSITIVE",11.8061737,0.0001518,-0.0001518,138.2641,0.0107,-0.0107,0.905,0.059,-0.711,4.472,0.261,-0.261,88.1,9.4,-9.4,2.87,0.58,-0.94,1407,926.72,558.94,-554.52,10.1,6900,184,-204,3.843,0.259,-0.111,2.599,0.523,-0.85,281.97125,43.672771,12.082
"4959","CONFIRMED",6.15828666,8.77e-05,-8.77e-05,135.4969,0.0144,-0.0144,0.595,0.042,-0.464,6.329,0.341,-0.341,57.7,4.1,-4.1,1.2,0.19,-0.26,1212,510.35,233.02,-219.53,16.4,5710,114,-91,4.073,0.201,-0.093,1.524,0.244,-0.336,286.64642,49.937778,13.102
"4963","CONFIRMED",65.427645,0.001087,-0.001087,176.2733,0.014,-0.014,0.004,0.438,-0.004,9.404,0.326,-0.326,319,23.5,-23.5,1.65,0.52,-0.17,453,9.94,9.19,-2.97,15.6,6014,162,-198,4.504,0.052,-0.221,0.926,0.292,-0.097,296.0069,50.281811,14.821
"4976","CONFIRMED",7.68433346,1.413e-05,-1.413e-05,133.36007,0.0015,-0.0015,0.951,0.029,-0.676,1.4346,0.0709,-0.0709,1175,49.6,-49.6,2.58,0.23,-0.22,583,27.35,8.49,-7.33,28.5,4402,118,-144,4.682,0.045,-0.036,0.572,0.049,-0.049,285.60254,50.112041,14.265
"4977","CONFIRMED",11.16622885,9.657e-05,-9.657e-05,134.96951,0.00655,-0.00655,0.176,0.272,-0.176,3.389,0.192,-0.192,353.9,28.3,-28.3,1.56,0.37,-0.13,725,65.16,47.65,-16.33,13.6,5552,166,-166,4.562,0.038,-0.162,0.836,0.201,-0.067,294.90594,43.381889,15.927
"4980","CONFIRMED",23.1334494,0.000108,-0.000108,154.45296,0.00394,-0.00394,0.954,0.006,-0.662,3.602,0.114,-0.114,456.3,23.6,-23.6,2.55,0.79,-0.47,638,39.2,36.7,-15.98,21.6,5712,170,-170,4.382,0.189,-0.231,0.932,0.291,-0.17,297.75192,43.447578,14.656
"4981","FALSE POSITIVE",8.9539656,0.0001907,-0.0001907,132.8453,0.0167,-0.0167,0.656,0.31,-0.434,4.898,0.351,-0.351,70.4,6.5,-6.5,0.84,0.23,-0.11,923,171.51,136.28,-55.15,12.2,6168,166,-185,4.452,0.081,-0.189,0.947,0.256,-0.118,286.51019,38.618309,13.776
"4985","FALSE POSITIVE",3.53105835,1.877e-05,-1.877e-05,134.3171,0.00376,-0.00376,1.213,59.41,-2.797,1.778,0.225,-0.225,310.8,33.1,-33.1,10.61,1.16,-1.42,558,22.83,7.57,-7.26,11.7,3638,72,-87,4.844,0.049,-0.055,0.42,0.046,-0.056,291.285,40.730049,15.855
"4987","FALSE POSITIVE",6.32589574,6.033e-05,-6.033e-05,133.27081,0.00688,-0.00688,0.181,0.279,-0.181,1.383,0.267,-0.267,192.5,27.5,-27.5,1.14,0.31,-0.1,901,156.27,126.86,-39.45,8.8,5749,155,-155,4.568,0.033,-0.187,0.818,0.226,-0.071,289.33551,41.683449,15.421
"4988","FALSE POSITIVE",11.9378354,0.0001743,-0.0001743,133.2612,0.0129,-0.0129,0.036,0.416,-0.036,4.652,0.36,-0.36,246,29.2,-29.2,1.15,0.2,-0.09,671,47.91,26.75,-11.63,9.6,5469,162,-162,4.611,0.037,-0.112,0.738,0.131,-0.056,296.65256,46.618809,15.954
"4989","FALSE POSITIVE",32.715906,0.001198,-0.001198,135.9204,0.0277,-0.0277,0.25,0.218,-0.25,10.79,1.3,-1.3,135.7,12.2,-12.2,3.68,0.73,-1.34,902,156.74,81.53,-96.95,13.1,5527,83,-75,3.627,0.262,-0.087,3.192,0.628,-1.166,289.09845,45.02309,14.462
"4990","CONFIRMED",15.3317719,0.0002039,-0.0002039,142.5217,0.0122,-0.0122,0.802,0.14,-0.549,5.467,0.307,-0.307,179.2,15.6,-15.6,1.91,0.32,-0.35,821,107.44,47.95,-39.66,13.3,5726,86,-78,4.228,0.162,-0.108,1.285,0.215,-0.236,293.7674,42.829208,15.098
"4991","CONFIRMED",82.331756,0.001983,-0.001983,133.0814,0.0184,-0.0184,0.027,0.425,-0.027,8.664,0.655,-0.655,283.2,28.1,-28.1,2.08,0.34,-0.28,474,11.96,5.14,-3.47,11.9,5997,81,-81,4.304,0.099,-0.121,1.242,0.204,-0.167,287.32269,38.279709,14.872
"5000","CONFIRMED",27.0965146,0.0004876,-0.0004876,139.3521,0.0115,-0.0115,0.769,0.184,-0.554,8.42,0.401,-0.401,208.4,13.5,-13.5,2.13,0.35,-0.42,700,56.79,24.11,-22.22,16.4,5775,78,-78,4.193,0.162,-0.108,1.352,0.219,-0.268,292.22977,40.808949,14.886
"5001","CONFIRMED",11.5474983,0.000164,-0.000164,139.9777,0.0129,-0.0129,0.495,0.462,-0.285,6.684,0.365,-0.365,115.5,10.7,-10.7,1.48,0.24,-0.29,930,176.97,75.14,-69.23,12.3,5775,78,-78,4.193,0.162,-0.108,1.352,0.219,-0.268,292.22977,40.808949,14.886
"5003","CONFIRMED",83.2664103,0.0006749,-0.0006749,194.23925,0.00641,-0.00641,0.029,0.411,-0.029,2.813,0.187,-0.187,620,66.3,-66.3,2.89,0.43,-0.47,439,8.78,3.51,-2.97,10.9,5538,83,-74,4.266,0.168,-0.112,1.18,0.175,-0.194,291.85522,38.393131,14.97
"5005","CONFIRMED",11.6044881,0.000113,-0.000113,139.05603,0.00673,-0.00673,0.118,0.334,-0.118,3.409,0.209,-0.209,267.6,20.3,-20.3,1.88,0.28,-0.34,841,118.5,47.61,-43.33,14.5,5533,83,-74,4.275,0.168,-0.112,1.166,0.174,-0.212,289.66489,50.020039,15.254
"5008","FALSE POSITIVE",11.8237228,0.000239,-0.000239,139.4199,0.0156,-0.0156,0.698,0.271,-0.491,8.518,0.489,-0.489,212.7,17.1,-17.1,1.25,0.25,-0.11,703,57.62,35.26,-15.09,14.2,5559,149,-166,4.578,0.032,-0.128,0.803,0.164,-0.07,290.73328,38.00721,15.353
"5011","FALSE POSITIVE",19.0689513,0.0003439,-0.0003439,145.7515,0.0159,-0.0159,0.98,0.049,-0.782,12.462,0.913,-0.913,169.3,9.6,-9.6,1.63,0.45,-0.24,627,36.63,30.27,-13.06,19.1,5418,159,-159,4.436,0.133,-0.247,0.889,0.245,-0.132,298.82062,43.909859,14.371
"5022","FALSE POSITIVE",2.086076372,1.072e-06,-1.072e-06,133.416141,0.000439,-0.000439,13.376,26.07,-1.491,2.4032,0.0189,-0.0189,58858,431,-431,1543.74,401.5,-401.4,1645,1728.2,1392.12,-909.68,159.3,6124,200,-218,4.265,0.231,-0.189,1.119,0.291,-0.291,290.81393,39.819061,14.554
"5026","CONFIRMED",6.2253374,7.611e-05,-7.611e-05,133.0882,0.0105,-0.0105,0.692,0.264,-0.479,4.388,0.304,-0.304,108.6,10.9,-10.9,1.92,0.28,-0.43,1378,851.73,333.76,-363.24,11.8,6263,82,-75,4.024,0.196,-0.084,1.726,0.258,-0.387,292.18057,41.31554,14.918
"5027","CONFIRMED",12.90235874,8.403e-05,-8.403e-05,139.15105,0.0053,-0.0053,0.382,0.07,-0.382,2.446,0.155,-0.155,354.4,26.7,-26.7,1.49,0.34,-0.13,675,48.99,33.53,-12.99,15.7,5530,166,-166,4.586,0.036,-0.144,0.788,0.176,-0.07,294.10391,45.001419,15.487
"5030","CONFIRMED",12.5014905,0.0001535,-0.0001535,142.55934,0.00963,-0.00963,0.43,0.015,-0.43,3.882,0.298,-0.298,220.1,22.3,-22.3,2.24,0.36,-0.44,952,194.3,82.18,-75.61,10.8,5821,78,-78,4.127,0.182,-0.098,1.492,0.241,-0.294,294.01529,42.824371,15.589
"5032","FALSE POSITIVE",89.945828,0.001716,-0.001716,133.5634,0.0169,-0.0169,0.171,0.29,-0.171,2.286,0.539,-0.539,335.6,71.2,-71.2,3.46,2.21,-2.21,509,15.86,32.13,-14.02,6.6,5115,153,-138,3.819,0.791,-0.339,1.924,1.231,-1.231,289.72791,41.612289,13.64
"5039","CONFIRMED",46.7162336,0.0008367,-0.0008367,145.5064,0.0153,-0.0153,0.266,0.205,-0.266,7.259,0.417,-0.417,345.5,26.4,-26.4,2.03,0.33,-0.18,531,18.74,8.08,-4.01,15.4,5856,79,-79,4.386,0.066,-0.123,1.092,0.18,-0.097,289.8288,45.10276,15.223
